Code,Question Name,Question Weight,Answer,Answer Weight,Scoring Type,Metric Domain,Ordinal,All Vendors,Question Description,Branching Logic,Category Name,Internal,Upload Answers,Allows Text For Answers,Tech Vendor,System Vendor,Service Vendor,Allows Comment To Answers,Use Color Coding
COML:386,Does the institution promote sector-wide efforts to build due diligence mechanisms that lead to in-depth and efficient security and resilience reviews?,5,No,10,Organization,FFIEC CAT Cyber Org Maturity Level,386,NO,,,External Dependency Management / Relationship Management / Due Diligence,NO,NO,NO,NO,NO,NO,YES,YES
,,,N/A,5,,,,,,,,,,,,,,,
,,,Yes,0,,,,,,,,,,,,,,,
COML:387,Is the institution leading efforts to develop new auditable processes and for conducting due diligence and ongoing monitoring of cybersecurity risks posed by third parties?,5,No,10,Organization,FFIEC CAT Cyber Org Maturity Level,387,NO,,,External Dependency Management / Relationship Management / Due Diligence,NO,NO,NO,NO,NO,NO,YES,YES
,,,N/A,5,,,,,,,,,,,,,,,
,,,Yes,0,,,,,,,,,,,,,,,
COML:388,"Are formal contracts that address relevant security and privacy requirements in place for all third parties that process, store, or transmit confidential data or provide critical services?",1,No,10,Organization,FFIEC CAT Cyber Org Maturity Level,388,NO,,,External Dependency Management / Relationship Management / Contracts,NO,NO,NO,NO,NO,NO,YES,YES
,,,N/A,5,,,,,,,,,,,,,,,
,,,Yes,0,,,,,,,,,,,,,,,
COML:389,"Do contracts acknowledge that the third party is responsible for the security of the institution's confidential data that it possesses, stores, processes, or transmits?",1,No,10,Organization,FFIEC CAT Cyber Org Maturity Level,389,NO,,,External Dependency Management / Relationship Management / Contracts,NO,NO,NO,NO,NO,NO,YES,YES
,,,N/A,5,,,,,,,,,,,,,,,
,,,Yes,0,,,,,,,,,,,,,,,
COML:390,Do contracts stipulate that the third-party security controls are regularly reviewed and validated by an independent party?,1,No,10,Organization,FFIEC CAT Cyber Org Maturity Level,390,NO,,,External Dependency Management / Relationship Management / Contracts,NO,NO,NO,NO,NO,NO,YES,YES
,,,N/A,5,,,,,,,,,,,,,,,
,,,Yes,0,,,,,,,,,,,,,,,
COML:391,Do contracts identify the recourse available to the institution should the third party fail to meet defined security requirements?,1,No,10,Organization,FFIEC CAT Cyber Org Maturity Level,391,NO,,,External Dependency Management / Relationship Management / Contracts,NO,NO,NO,NO,NO,NO,YES,YES
,,,N/A,5,,,,,,,,,,,,,,,
,,,Yes,0,,,,,,,,,,,,,,,
COML:392,Do contracts establish responsibilities for responding to security incidents?,1,No,10,Organization,FFIEC CAT Cyber Org Maturity Level,392,NO,,,External Dependency Management / Relationship Management / Contracts,NO,NO,NO,NO,NO,NO,YES,YES
,,,N/A,5,,,,,,,,,,,,,,,
,,,Yes,0,,,,,,,,,,,,,,,
COML:393,Do contracts specify the security requirements for the return or destruction of data upon contract termination?,1,No,10,Organization,FFIEC CAT Cyber Org Maturity Level,393,NO,,,External Dependency Management / Relationship Management / Contracts,NO,NO,NO,NO,NO,NO,YES,YES
,,,N/A,5,,,,,,,,,,,,,,,
,,,Yes,0,,,,,,,,,,,,,,,
COML:394,"Are responsibilities for managing devices (e.g., firewalls, routers) that secure connections with third parties formally documented in the contract?",2,No,10,Organization,FFIEC CAT Cyber Org Maturity Level,394,NO,,,External Dependency Management / Relationship Management / Contracts,NO,NO,NO,NO,NO,NO,YES,YES
,,,N/A,5,,,,,,,,,,,,,,,
,,,Yes,0,,,,,,,,,,,,,,,
COML:395,Is responsibility for notification of direct and indirect security incidents and vulnerabilities documented in contracts or service-level agreements (SLAs)?,2,No,10,Organization,FFIEC CAT Cyber Org Maturity Level,395,NO,,,External Dependency Management / Relationship Management / Contracts,NO,NO,NO,NO,NO,NO,YES,YES
,,,N/A,5,,,,,,,,,,,,,,,
,,,Yes,0,,,,,,,,,,,,,,,
COML:396,Do contracts stipulate geographic limits on where data can be stored or transmitted?,2,No,10,Organization,FFIEC CAT Cyber Org Maturity Level,396,NO,,,External Dependency Management / Relationship Management / Contracts,NO,NO,NO,NO,NO,NO,YES,YES
,,,N/A,5,,,,,,,,,,,,,,,
,,,Yes,0,,,,,,,,,,,,,,,
COML:397,Are third-party SLAs or similar means in place that require timely notification of security events?,3,No,10,Organization,FFIEC CAT Cyber Org Maturity Level,397,NO,,,External Dependency Management / Relationship Management / Contracts,NO,NO,NO,NO,NO,NO,YES,YES
,,,N/A,5,,,,,,,,,,,,,,,
,,,Yes,0,,,,,,,,,,,,,,,
COML:398,Do contracts require third-party service provider's security policies meet or exceed those of the institution?,4,No,10,Organization,FFIEC CAT Cyber Org Maturity Level,398,NO,,,External Dependency Management / Relationship Management / Contracts,NO,NO,NO,NO,NO,NO,YES,YES
,,,N/A,5,,,,,,,,,,,,,,,
,,,Yes,0,,,,,,,,,,,,,,,
COML:399,Is a third-party termination/exit strategy established and validated with management?,4,No,10,Organization,FFIEC CAT Cyber Org Maturity Level,399,NO,,,External Dependency Management / Relationship Management / Contracts,NO,NO,NO,NO,NO,NO,YES,YES
,,,N/A,5,,,,,,,,,,,,,,,
,,,Yes,0,,,,,,,,,,,,,,,
COML:400,Does the institution promote a sector-wide effort to influence contractual requirements for critical third parties to the industry?,5,No,10,Organization,FFIEC CAT Cyber Org Maturity Level,400,NO,,,External Dependency Management / Relationship Management / Contracts,NO,NO,NO,NO,NO,NO,YES,YES
,,,N/A,5,,,,,,,,,,,,,,,
,,,Yes,0,,,,,,,,,,,,,,,
COML:401,Is the third-party risk assessment updated regularly?,1,No,10,Organization,FFIEC CAT Cyber Org Maturity Level,401,NO,,,External Dependency Management / Relationship Management / Ongoing Monitoring,NO,NO,NO,NO,NO,NO,YES,YES
,,,N/A,5,,,,,,,,,,,,,,,
,,,Yes,0,,,,,,,,,,,,,,,
COML:402,"Are audits, assessments, and operational performance reports obtained and reviewed regularly validating security controls for critical third parties?",1,No,10,Organization,FFIEC CAT Cyber Org Maturity Level,402,NO,,,External Dependency Management / Relationship Management / Ongoing Monitoring,NO,NO,NO,NO,NO,NO,YES,YES
,,,N/A,5,,,,,,,,,,,,,,,
,,,Yes,0,,,,,,,,,,,,,,,
COML:403,Do ongoing monitoring practices include reviewing critical third-parties' resilience plans?,1,No,10,Organization,FFIEC CAT Cyber Org Maturity Level,403,NO,,,External Dependency Management / Relationship Management / Ongoing Monitoring,NO,NO,NO,NO,NO,NO,YES,YES
,,,N/A,5,,,,,,,,,,,,,,,
,,,Yes,0,,,,,,,,,,,,,,,
COML:404,"Is a process to identify new third-party relationships in place, including identifying new relationships that were established without formal approval?",2,No,10,Organization,FFIEC CAT Cyber Org Maturity Level,404,NO,,,External Dependency Management / Relationship Management / Ongoing Monitoring,NO,NO,NO,NO,NO,NO,YES,YES
,,,N/A,5,,,,,,,,,,,,,,,
,,,Yes,0,,,,,,,,,,,,,,,
COML:405,Does a formal program assign responsibility for ongoing oversight of third-party access?,2,No,10,Organization,FFIEC CAT Cyber Org Maturity Level,405,NO,,,External Dependency Management / Relationship Management / Ongoing Monitoring,NO,NO,NO,NO,NO,NO,YES,YES
,,,N/A,5,,,,,,,,,,,,,,,
,,,Yes,0,,,,,,,,,,,,,,,
COML:406,"Is monitoring of third parties scaled, in terms of depth and frequency, according to the risk of the third parties?",2,No,10,Organization,FFIEC CAT Cyber Org Maturity Level,406,NO,,,External Dependency Management / Relationship Management / Ongoing Monitoring,NO,NO,NO,NO,NO,NO,YES,YES
,,,N/A,5,,,,,,,,,,,,,,,
,,,Yes,0,,,,,,,,,,,,,,,
COML:407,Are automated reminders or ticklers in place to identify when required third-party information needs to be obtained or analyzed?,2,No,10,Organization,FFIEC CAT Cyber Org Maturity Level,407,NO,,,External Dependency Management / Relationship Management / Ongoing Monitoring,NO,NO,NO,NO,NO,NO,YES,YES
,,,N/A,5,,,,,,,,,,,,,,,
,,,Yes,0,,,,,,,,,,,,,,,
COML:408,Are third-party employee access to the institution's confidential data tracked actively based on the principles of least privilege?,3,No,10,Organization,FFIEC CAT Cyber Org Maturity Level,408,NO,,,External Dependency Management / Relationship Management / Ongoing Monitoring,NO,NO,NO,NO,NO,NO,YES,YES
,,,N/A,5,,,,,,,,,,,,,,,
,,,Yes,0,,,,,,,,,,,,,,,
COML:409,Are periodic on-site assessments of high-risk vendors conducted to ensure appropriate security controls are in place?,3,No,10,Organization,FFIEC CAT Cyber Org Maturity Level,409,NO,,,External Dependency Management / Relationship Management / Ongoing Monitoring,NO,NO,NO,NO,NO,NO,YES,YES
,,,N/A,5,,,,,,,,,,,,,,,
,,,Yes,0,,,,,,,,,,,,,,,
COML:410,Is third-party employee access to confidential data on third-party hosted systems tracked actively via automated reports and alerts?,4,No,10,Organization,FFIEC CAT Cyber Org Maturity Level,410,NO,,,External Dependency Management / Relationship Management / Ongoing Monitoring,NO,NO,NO,NO,NO,NO,YES,YES
,,,N/A,5,,,,,,,,,,,,,,,
,,,Yes,0,,,,,,,,,,,,,,,
COML:411,Is the institution leading efforts to develop new auditable processes for ongoing monitoring of cybersecurity risks posed by third parties?,5,No,10,Organization,FFIEC CAT Cyber Org Maturity Level,411,NO,,,External Dependency Management / Relationship Management / Ongoing Monitoring,NO,NO,NO,NO,NO,NO,YES,YES
,,,N/A,5,,,,,,,,,,,,,,,
,,,Yes,0,,,,,,,,,,,,,,,
COML:412,Does the institution document how it will react and respond to cyber incidents?,1,No,10,Organization,FFIEC CAT Cyber Org Maturity Level,412,NO,,,Cyber Incident Management & Resilience / Planning & Strategy / Planning,NO,NO,NO,NO,NO,NO,YES,YES
,,,N/A,5,,,,,,,,,,,,,,,
,,,Yes,0,,,,,,,,,,,,,,,
COML:413,Do communication channels exist to provide employees a means for reporting information security events in a timely manner?,1,No,10,Organization,FFIEC CAT Cyber Org Maturity Level,413,NO,,,Cyber Incident Management & Resilience / Planning & Strategy / Planning,NO,NO,NO,NO,NO,NO,YES,YES
,,,N/A,5,,,,,,,,,,,,,,,
,,,Yes,0,,,,,,,,,,,,,,,
COML:414,Are roles and responsibilities for incident response team members defined?,1,No,10,Organization,FFIEC CAT Cyber Org Maturity Level,414,NO,,,Cyber Incident Management & Resilience / Planning & Strategy / Planning,NO,NO,NO,NO,NO,NO,YES,YES
,,,N/A,5,,,,,,,,,,,,,,,
,,,Yes,0,,,,,,,,,,,,,,,
COML:415,"Does the response team include individuals with a wide range of backgrounds and expertise, from many different areas within the institution (e.g., management, legal, public relations, as well as information technology)?",1,No,10,Organization,FFIEC CAT Cyber Org Maturity Level,415,NO,,,Cyber Incident Management & Resilience / Planning & Strategy / Planning,NO,NO,NO,NO,NO,NO,YES,YES
,,,N/A,5,,,,,,,,,,,,,,,
,,,Yes,0,,,,,,,,,,,,,,,
COML:416,Does a formal backup and recovery plan exist for all critical business lines?,1,No,10,Organization,FFIEC CAT Cyber Org Maturity Level,416,NO,,,Cyber Incident Management & Resilience / Planning & Strategy / Planning,NO,NO,NO,NO,NO,NO,YES,YES
,,,N/A,5,,,,,,,,,,,,,,,
,,,Yes,0,,,,,,,,,,,,,,,
COML:417,"Does the institution plan to use business continuity, disaster recovery, and data backup programs to recover operations following an incident?",1,No,10,Organization,FFIEC CAT Cyber Org Maturity Level,417,NO,,,Cyber Incident Management & Resilience / Planning & Strategy / Planning,NO,NO,NO,NO,NO,NO,YES,YES
,,,N/A,5,,,,,,,,,,,,,,,
,,,Yes,0,,,,,,,,,,,,,,,
COML:418,"Does the remediation plan and process outline the mitigating actions, resources, and time parameters?",2,No,10,Organization,FFIEC CAT Cyber Org Maturity Level,418,NO,,,Cyber Incident Management & Resilience / Planning & Strategy / Planning,NO,NO,NO,NO,NO,NO,YES,YES
,,,N/A,5,,,,,,,,,,,,,,,
,,,Yes,0,,,,,,,,,,,,,,,
COML:419,"Do the corporate disaster recovery, business continuity, and crisis management plans have integrated consideration of cyber incidents?",2,No,10,Organization,FFIEC CAT Cyber Org Maturity Level,419,NO,,,Cyber Incident Management & Resilience / Planning & Strategy / Planning,NO,NO,NO,NO,NO,NO,YES,YES
,,,N/A,5,,,,,,,,,,,,,,,
,,,Yes,0,,,,,,,,,,,,,,,
COML:420,Are alternative processes established to continue critical activity within a reasonable time period?,2,No,10,Organization,FFIEC CAT Cyber Org Maturity Level,420,NO,,,Cyber Incident Management & Resilience / Planning & Strategy / Planning,NO,NO,NO,NO,NO,NO,YES,YES
,,,N/A,5,,,,,,,,,,,,,,,
,,,Yes,0,,,,,,,,,,,,,,,
COML:421,Are business impact analyses updated to include cybersecurity?,2,No,10,Organization,FFIEC CAT Cyber Org Maturity Level,421,NO,,,Cyber Incident Management & Resilience / Planning & Strategy / Planning,NO,NO,NO,NO,NO,NO,YES,YES
,,,N/A,5,,,,,,,,,,,,,,,
,,,Yes,0,,,,,,,,,,,,,,,
COML:422,"Are due diligence performed on technical sources, consultants, or forensic service firms that could be called to assist the institution during or following an incident?",2,No,10,Organization,FFIEC CAT Cyber Org Maturity Level,422,NO,,,Cyber Incident Management & Resilience / Planning & Strategy / Planning,NO,NO,NO,NO,NO,NO,YES,YES
,,,N/A,5,,,,,,,,,,,,,,,
,,,Yes,0,,,,,,,,,,,,,,,
COML:423,Is a strategy in place to coordinate and communicate with internal and external stakeholders during or following a cyber attack?,3,No,10,Organization,FFIEC CAT Cyber Org Maturity Level,423,NO,,,Cyber Incident Management & Resilience / Planning & Strategy / Planning,NO,NO,NO,NO,NO,NO,YES,YES
,,,N/A,5,,,,,,,,,,,,,,,
,,,Yes,0,,,,,,,,,,,,,,,
COML:424,Are plans in place to re-route or substitute critical functions and/or services that may be affected by a successful attack on Internet-facing systems?,3,No,10,Organization,FFIEC CAT Cyber Org Maturity Level,424,NO,,,Cyber Incident Management & Resilience / Planning & Strategy / Planning,NO,NO,NO,NO,NO,NO,YES,YES
,,,N/A,5,,,,,,,,,,,,,,,
,,,Yes,0,,,,,,,,,,,,,,,
COML:425,Is a direct cooperative or contractual agreement(s) in place with an incident response organization(s) or provider(s) to assist rapidly with mitigation efforts?,3,No,10,Organization,FFIEC CAT Cyber Org Maturity Level,425,NO,,,Cyber Incident Management & Resilience / Planning & Strategy / Planning,NO,NO,NO,NO,NO,NO,YES,YES
,,,N/A,5,,,,,,,,,,,,,,,
,,,Yes,0,,,,,,,,,,,,,,,
COML:426,Are lessons learned from real-life cyber incidents and attacks on the institution and other organizations used to improve the institution's risk mitigation capabilities and response plan?,3,No,10,Organization,FFIEC CAT Cyber Org Maturity Level,426,NO,,,Cyber Incident Management & Resilience / Planning & Strategy / Planning,NO,NO,NO,NO,NO,NO,YES,YES
,,,N/A,5,,,,,,,,,,,,,,,
,,,Yes,0,,,,,,,,,,,,,,,
COML:427,"Are methods for responding to and recovering from cyber incidents tightly woven throughout the business units' disaster recovery, business continuity, and crisis management plans?",4,No,10,Organization,FFIEC CAT Cyber Org Maturity Level,427,NO,,,Cyber Incident Management & Resilience / Planning & Strategy / Planning,NO,NO,NO,NO,NO,NO,YES,YES
,,,N/A,5,,,,,,,,,,,,,,,
,,,Yes,0,,,,,,,,,,,,,,,
COML:428,"Are multiple systems, programs, or processes implemented into a comprehensive cyber resilience program to sustain, minimize, and recover operations from an array of potentially disruptive and destructive cyber incidents?",4,No,10,Organization,FFIEC CAT Cyber Org Maturity Level,428,NO,,,Cyber Incident Management & Resilience / Planning & Strategy / Planning,NO,NO,NO,NO,NO,NO,YES,YES
,,,N/A,5,,,,,,,,,,,,,,,
,,,Yes,0,,,,,,,,,,,,,,,
COML:429,Is a process is in place to continuously improve the resilience plan?,4,No,10,Organization,FFIEC CAT Cyber Org Maturity Level,429,NO,,,Cyber Incident Management & Resilience / Planning & Strategy / Planning,NO,NO,NO,NO,NO,NO,YES,YES
,,,N/A,5,,,,,,,,,,,,,,,
,,,Yes,0,,,,,,,,,,,,,,,
COML:430,"Is the incident response plan designed to ensure recovery from disruption of services, assurance of data integrity, and recovery of lost or corrupted data following a cybersecurity incident?",5,No,10,Organization,FFIEC CAT Cyber Org Maturity Level,430,NO,,,Cyber Incident Management & Resilience / Planning & Strategy / Planning,NO,NO,NO,NO,NO,NO,YES,YES
,,,N/A,5,,,,,,,,,,,,,,,
,,,Yes,0,,,,,,,,,,,,,,,
COML:431,Does the incident response process include detailed actions and rule-based triggers for automated response?,5,No,10,Organization,FFIEC CAT Cyber Org Maturity Level,431,NO,,,Cyber Incident Management & Resilience / Planning & Strategy / Planning,NO,NO,NO,NO,NO,NO,YES,YES
,,,N/A,5,,,,,,,,,,,,,,,
,,,Yes,0,,,,,,,,,,,,,,,
COML:432,Are scenarios used to improve incident detection and response?,1,No,10,Organization,FFIEC CAT Cyber Org Maturity Level,432,NO,,,Cyber Incident Management & Resilience / Planning & Strategy / Testing,NO,NO,NO,NO,NO,NO,YES,YES
,,,N/A,5,,,,,,,,,,,,,,,
,,,Yes,0,,,,,,,,,,,,,,,
COML:433,Does business continuity testing involve collaboration with critical third parties?,1,No,10,Organization,FFIEC CAT Cyber Org Maturity Level,433,NO,,,Cyber Incident Management & Resilience / Planning & Strategy / Testing,NO,NO,NO,NO,NO,NO,YES,YES
,,,N/A,5,,,,,,,,,,,,,,,
,,,Yes,0,,,,,,,,,,,,,,,
COML:434,"Is systems, applications, and data recovery tested at least annually?",1,No,10,Organization,FFIEC CAT Cyber Org Maturity Level,434,NO,,,Cyber Incident Management & Resilience / Planning & Strategy / Testing,NO,NO,NO,NO,NO,NO,YES,YES
,,,N/A,5,,,,,,,,,,,,,,,
,,,Yes,0,,,,,,,,,,,,,,,
COML:435,"Do recovery scenarios include plans to recover from data destruction and impacts to data integrity, data loss, and system and data availability?",2,No,10,Organization,FFIEC CAT Cyber Org Maturity Level,435,NO,,,Cyber Incident Management & Resilience / Planning & Strategy / Testing,NO,NO,NO,NO,NO,NO,YES,YES
,,,N/A,5,,,,,,,,,,,,,,,
,,,Yes,0,,,,,,,,,,,,,,,
COML:436,Are widely reported events used to evaluate and improve the institution's response?,2,No,10,Organization,FFIEC CAT Cyber Org Maturity Level,436,NO,,,Cyber Incident Management & Resilience / Planning & Strategy / Testing,NO,NO,NO,NO,NO,NO,YES,YES
,,,N/A,5,,,,,,,,,,,,,,,
,,,Yes,0,,,,,,,,,,,,,,,
COML:437,Are information backups tested periodically to verify they are accessible and readable?,2,No,10,Organization,FFIEC CAT Cyber Org Maturity Level,437,NO,,,Cyber Incident Management & Resilience / Planning & Strategy / Testing,NO,NO,NO,NO,NO,NO,YES,YES
,,,N/A,5,,,,,,,,,,,,,,,
,,,Yes,0,,,,,,,,,,,,,,,
COML:438,Are cyber-attack scenarios analyzed to determine potential impact to critical business processes?,3,No,10,Organization,FFIEC CAT Cyber Org Maturity Level,438,NO,,,Cyber Incident Management & Resilience / Planning & Strategy / Testing,NO,NO,NO,NO,NO,NO,YES,YES
,,,N/A,5,,,,,,,,,,,,,,,
,,,Yes,0,,,,,,,,,,,,,,,
COML:439,Does the institution participate in sector-specific cyber exercises or scenarios?,3,No,10,Organization,FFIEC CAT Cyber Org Maturity Level,439,NO,,,Cyber Incident Management & Resilience / Planning & Strategy / Testing,NO,NO,NO,NO,NO,NO,YES,YES
,,,N/A,5,,,,,,,,,,,,,,,
,,,Yes,0,,,,,,,,,,,,,,,
COML:440,Is resilience testing based on analysis and identification of realistic and highly likely threats as well as new and emerging threats facing the institution?,3,No,10,Organization,FFIEC CAT Cyber Org Maturity Level,440,NO,,,Cyber Incident Management & Resilience / Planning & Strategy / Testing,NO,NO,NO,NO,NO,NO,YES,YES
,,,N/A,5,,,,,,,,,,,,,,,
,,,Yes,0,,,,,,,,,,,,,,,
COML:441,"Are the critical online systems and processes tested to withstand stresses for extended periods (e.g., DDoS)?",3,No,10,Organization,FFIEC CAT Cyber Org Maturity Level,441,NO,,,Cyber Incident Management & Resilience / Planning & Strategy / Testing,NO,NO,NO,NO,NO,NO,YES,YES
,,,N/A,5,,,,,,,,,,,,,,,
,,,Yes,0,,,,,,,,,,,,,,,
COML:442,Are the results of cyber event exercises used to improve the incident response plan and automated triggers?,3,No,10,Organization,FFIEC CAT Cyber Org Maturity Level,442,NO,,,Cyber Incident Management & Resilience / Planning & Strategy / Testing,NO,NO,NO,NO,NO,NO,YES,YES
,,,N/A,5,,,,,,,,,,,,,,,
,,,Yes,0,,,,,,,,,,,,,,,
COML:443,Is resilience testing comprehensive and coordinated across all critical business functions?,4,No,10,Organization,FFIEC CAT Cyber Org Maturity Level,443,NO,,,Cyber Incident Management & Resilience / Planning & Strategy / Testing,NO,NO,NO,NO,NO,NO,YES,YES
,,,N/A,5,,,,,,,,,,,,,,,
,,,Yes,0,,,,,,,,,,,,,,,
COML:444,Does the institution validate that it is able to recover from cyber events similar to by known sophisticated attacks at other organizations?,4,No,10,Organization,FFIEC CAT Cyber Org Maturity Level,444,NO,,,Cyber Incident Management & Resilience / Planning & Strategy / Testing,NO,NO,NO,NO,NO,NO,YES,YES
,,,N/A,5,,,,,,,,,,,,,,,
,,,Yes,0,,,,,,,,,,,,,,,
COML:445,Does incident response testing evaluate the institution from an attacker's perspective to determine how the institution or its assets at critical third parties may be targeted?,4,No,10,Organization,FFIEC CAT Cyber Org Maturity Level,445,NO,,,Cyber Incident Management & Resilience / Planning & Strategy / Testing,NO,NO,NO,NO,NO,NO,YES,YES
,,,N/A,5,,,,,,,,,,,,,,,
,,,Yes,0,,,,,,,,,,,,,,,
COML:446,Does the institution correct root causes for problems discovered during cybersecurity resilience testing?,4,No,10,Organization,FFIEC CAT Cyber Org Maturity Level,446,NO,,,Cyber Incident Management & Resilience / Planning & Strategy / Testing,NO,NO,NO,NO,NO,NO,YES,YES
,,,N/A,5,,,,,,,,,,,,,,,
,,,Yes,0,,,,,,,,,,,,,,,
COML:447,Are cybersecurity incident scenarios involving significant financial loss used to stress test the institution's risk management?,4,No,10,Organization,FFIEC CAT Cyber Org Maturity Level,447,NO,,,Cyber Incident Management & Resilience / Planning & Strategy / Testing,NO,NO,NO,NO,NO,NO,YES,YES
,,,N/A,5,,,,,,,,,,,,,,,
,,,Yes,0,,,,,,,,,,,,,,,
COML:448,Does the institution test the ability to shift business processes or functions between different processing centers or technology systems for cyber incidents without interruption to business or loss of productivity or data?,5,No,10,Organization,FFIEC CAT Cyber Org Maturity Level,448,NO,,,Cyber Incident Management & Resilience / Planning & Strategy / Testing,NO,NO,NO,NO,NO,NO,YES,YES
,,,N/A,5,,,,,,,,,,,,,,,
,,,Yes,0,,,,,,,,,,,,,,,
COML:449,Does the institution validate that it is able to remediate systems damaged by zero-day attacks to maintain current recovery time objectives?,5,No,10,Organization,FFIEC CAT Cyber Org Maturity Level,449,NO,,,Cyber Incident Management & Resilience / Planning & Strategy / Testing,NO,NO,NO,NO,NO,NO,YES,YES
,,,N/A,5,,,,,,,,,,,,,,,
,,,Yes,0,,,,,,,,,,,,,,,
COML:450,Is the institution leading the development of more realistic test environments?,5,No,10,Organization,FFIEC CAT Cyber Org Maturity Level,450,NO,,,Cyber Incident Management & Resilience / Planning & Strategy / Testing,NO,NO,NO,NO,NO,NO,YES,YES
,,,N/A,5,,,,,,,,,,,,,,,
,,,Yes,0,,,,,,,,,,,,,,,
COML:451,Are cyber incident scenarios used to stress test potential financial losses across the sector?,5,No,10,Organization,FFIEC CAT Cyber Org Maturity Level,451,NO,,,Cyber Incident Management & Resilience / Planning & Strategy / Testing,NO,NO,NO,NO,NO,NO,YES,YES
,,,N/A,5,,,,,,,,,,,,,,,
,,,Yes,0,,,,,,,,,,,,,,,
COML:452,Are alert parameters set for detecting information security incidents that prompt mitigating actions?,1,No,10,Organization,FFIEC CAT Cyber Org Maturity Level,452,NO,,,"Cyber Incident Management & Resilience / Detection, Response & Mitigation / Detection",NO,NO,NO,NO,NO,NO,YES,YES
,,,N/A,5,,,,,,,,,,,,,,,
,,,Yes,0,,,,,,,,,,,,,,,
COML:453,Do system performance reports contain information that can be used as a risk indicator to detect information security incidents?,1,No,10,Organization,FFIEC CAT Cyber Org Maturity Level,453,NO,,,"Cyber Incident Management & Resilience / Detection, Response & Mitigation / Detection",NO,NO,NO,NO,NO,NO,YES,YES
,,,N/A,5,,,,,,,,,,,,,,,
,,,Yes,0,,,,,,,,,,,,,,,
COML:454,"Are tools and processes in place to detect, alert, and trigger the incident response program?",1,No,10,Organization,FFIEC CAT Cyber Org Maturity Level,454,NO,,,"Cyber Incident Management & Resilience / Detection, Response & Mitigation / Detection",NO,NO,NO,NO,NO,NO,YES,YES
,,,N/A,5,,,,,,,,,,,,,,,
,,,Yes,0,,,,,,,,,,,,,,,
COML:455,Does the institution have processes to detect and alert the incident response team when potential insider activity manifests that could lead to data theft or destruction?,2,No,10,Organization,FFIEC CAT Cyber Org Maturity Level,455,NO,,,"Cyber Incident Management & Resilience / Detection, Response & Mitigation / Detection",NO,NO,NO,NO,NO,NO,YES,YES
,,,N/A,5,,,,,,,,,,,,,,,
,,,Yes,0,,,,,,,,,,,,,,,
COML:456,Is the incident response program triggered when anomalous behaviors and attack patterns or signatures are detected?,3,No,10,Organization,FFIEC CAT Cyber Org Maturity Level,456,NO,,,"Cyber Incident Management & Resilience / Detection, Response & Mitigation / Detection",NO,NO,NO,NO,NO,NO,YES,YES
,,,N/A,5,,,,,,,,,,,,,,,
,,,Yes,0,,,,,,,,,,,,,,,
COML:457,"Does the institution have the ability to discover infiltration, before the attacker traverses across systems, establishes a foothold, steals information, or causes damage to data and systems?",3,No,10,Organization,FFIEC CAT Cyber Org Maturity Level,457,NO,,,"Cyber Incident Management & Resilience / Detection, Response & Mitigation / Detection",NO,NO,NO,NO,NO,NO,YES,YES
,,,N/A,5,,,,,,,,,,,,,,,
,,,Yes,0,,,,,,,,,,,,,,,
COML:458,Are incidents detected in real time through automated processes that include instant alerts to appropriate personnel who can respond?,3,No,10,Organization,FFIEC CAT Cyber Org Maturity Level,458,NO,,,"Cyber Incident Management & Resilience / Detection, Response & Mitigation / Detection",NO,NO,NO,NO,NO,NO,YES,YES
,,,N/A,5,,,,,,,,,,,,,,,
,,,Yes,0,,,,,,,,,,,,,,,
COML:459,"Are network and system alerts correlated across business units to better detect and prevent multifaceted attacks (e.g., simultaneous DDoS attack and account takeover)?",3,No,10,Organization,FFIEC CAT Cyber Org Maturity Level,459,NO,,,"Cyber Incident Management & Resilience / Detection, Response & Mitigation / Detection",NO,NO,NO,NO,NO,NO,YES,YES
,,,N/A,5,,,,,,,,,,,,,,,
,,,Yes,0,,,,,,,,,,,,,,,
COML:460,Are incident detection processes capable of correlating events across the enterprise?,3,No,10,Organization,FFIEC CAT Cyber Org Maturity Level,460,NO,,,"Cyber Incident Management & Resilience / Detection, Response & Mitigation / Detection",NO,NO,NO,NO,NO,NO,YES,YES
,,,N/A,5,,,,,,,,,,,,,,,
,,,Yes,0,,,,,,,,,,,,,,,
COML:461,Are sophisticated and adaptive technologies deployed that can detect and alert the incident response team of specific tasks when threat indicators across the enterprise indicate potential external and internal threats?,4,No,10,Organization,FFIEC CAT Cyber Org Maturity Level,461,NO,,,"Cyber Incident Management & Resilience / Detection, Response & Mitigation / Detection",NO,NO,NO,NO,NO,NO,YES,YES
,,,N/A,5,,,,,,,,,,,,,,,
,,,Yes,0,,,,,,,,,,,,,,,
COML:462,Are automated tools implemented to provide specialized security monitoring based on the risk of the assets to detect and alert incident response teams in real time?,4,No,10,Organization,FFIEC CAT Cyber Org Maturity Level,462,NO,,,"Cyber Incident Management & Resilience / Detection, Response & Mitigation / Detection",NO,NO,NO,NO,NO,NO,YES,YES
,,,N/A,5,,,,,,,,,,,,,,,
,,,Yes,0,,,,,,,,,,,,,,,
COML:463,Is the institution able to detect and block zero-day attempts and inform management and the incident response team in real time?,5,No,10,Organization,FFIEC CAT Cyber Org Maturity Level,463,NO,,,"Cyber Incident Management & Resilience / Detection, Response & Mitigation / Detection",NO,NO,NO,NO,NO,NO,YES,YES
