Constant,Scope,Value,Default Value
DASHBOARDS$CLOUD$SUMMARY$CYBER_RISK_TABLE$IMPACT_WEIGHT_HEADER,DASHBOARD,Impact Weight,Impact Weight
DASHBOARDS$CLOUD$SUMMARY$CYBER_RISK_TABLE$ITEM_NAME,DASHBOARD,Cloud Cyber Risk Scores,Cloud Cyber Risk Scores
DASHBOARDS$CLOUD$SUMMARY$CYBER_RISK_TABLE$LIKELIHOOD_TOTAL_HEADER,DASHBOARD,Likelihood Total,Likelihood Total
DASHBOARDS$CLOUD$SUMMARY$CYBER_RISK_TABLE$LIKELIHOOD_WEIGHT_HEADER,DASHBOARD,Likelihood Weight,Likelihood Weight
DASHBOARDS$CLOUD$SUMMARY$CYBER_RISK_TABLE$SCORE_HEADER,DASHBOARD,Score,Score
DASHBOARDS$CLOUD$SUMMARY$CYBER_RISK_TABLE$VENDOR_HEADER,DASHBOARD,Vendor,Vendor
DASHBOARDS$CLOUD$SUMMARY$HEAT_MAP_CHART$ITEM_NAME,DASHBOARD,Cloud Heat Map,Cloud Heat Map
DASHBOARDS$CLOUD$SUMMARY$HEAT_MAP_TABLE$ITEM_NAME,DASHBOARD,Cloud Heat Matrix,Cloud Heat Matrix
DASHBOARDS$CLOUD$SUMMARY$ITEM_NAME,DASHBOARD,Summary,Summary
DASHBOARDS$CROWN_JEWEL_ASSET$CYBER_RISK_SCORE$BU_HEADER,DASHBOARD,BU,BU
DASHBOARDS$CROWN_JEWEL_ASSET$CYBER_RISK_SCORE$CYBER_RISK_SCORE_HEADER,DASHBOARD,Cyber Risk Score,Cyber Risk Score
DASHBOARDS$CROWN_JEWEL_ASSET$CYBER_RISK_SCORE$EMAIL_HEADER,DASHBOARD,Email,Email
DASHBOARDS$CROWN_JEWEL_ASSET$CYBER_RISK_SCORE$FINANCIAL_EXPOSURE_HEADER,DASHBOARD,Data Exfiltration,Data Exfiltration
DASHBOARDS$CROWN_JEWEL_ASSET$CYBER_RISK_SCORE$ITEM_NAME,DASHBOARD,Crown Jewel Asset Cyber Risk Score,Crown Jewel Asset Cyber Risk Score
DASHBOARDS$CROWN_JEWEL_ASSET$CYBER_RISK_SCORE$SYSTEM_NAME_HEADER,DASHBOARD,System Name,System Name
DASHBOARDS$CROWN_JEWEL_ASSET$CYBER_RISK_SCORE$SYSTEM_OWNER_HEADER,DASHBOARD,System Owner,System Owner
DASHBOARDS$CROWN_JEWEL_ASSET$DESCRIPTION,DASHBOARD,Displays the exposures and inherent risk scores of the crown jewel assets,Displays the exposures and inherent risk scores of the crown jewel assets
DASHBOARDS$CROWN_JEWEL_ASSET$NAME,DASHBOARD,Crown Jewel Asset,Crown Jewel Asset
DASHBOARDS$CROWN_JEWEL_ASSET$TMP_RECOMMENDATIONS$RISK_REDUCTION_RECOMMENDATION,DASHBOARD,Recommendations for Risk Reduction,Recommendations for Risk Reduction
DASHBOARDS$CYBER_INSURANCE$AGGREGATE_LIMIT$CURRENT_AGGREGATE_INSURANCE_LIMIT,DASHBOARD,Current aggregate insurance limit,Current aggregate insurance limit
DASHBOARDS$CYBER_INSURANCE$AGGREGATE_LIMIT$GRID$AGGREGATE_LIMIT_HEADER,DASHBOARD,Aggregate Limit,Aggregate Limit
DASHBOARDS$CYBER_INSURANCE$AGGREGATE_LIMIT$GRID$DATA_EXFILTRATION_HEADER,DASHBOARD,Data Exfiltration,Data Exfiltration
DASHBOARDS$CYBER_INSURANCE$AGGREGATE_LIMIT$GRID$ITEM_NAME,DASHBOARD,Aggregate Limit,Aggregate Limit
DASHBOARDS$CYBER_INSURANCE$AGGREGATE_LIMIT$GRID$RECORD_COUNT_HEADER,DASHBOARD,Record Count,Record Count
DASHBOARDS$CYBER_INSURANCE$AGGREGATE_LIMIT$GRID$SYSTEM_HEADER,DASHBOARD,System,System
DASHBOARDS$CYBER_INSURANCE$AGGREGATE_LIMIT$INSURABLE_RECORDS_COUNT,DASHBOARD,Insurable Records Count,Insurable Records Count
DASHBOARDS$CYBER_INSURANCE$AGGREGATE_LIMIT$ITEM_NAME,DASHBOARD,Aggregate Limit,Aggregate Limit
DASHBOARDS$CYBER_INSURANCE$AGGREGATE_LIMIT$RECORD_PRICE,DASHBOARD,Record Price,Record Price
DASHBOARDS$CYBER_INSURANCE$AGGREGATE_LIMIT$RECORDS_OVER_LIMIT,DASHBOARD,Records over limit,Records over limit
DASHBOARDS$CYBER_INSURANCE$AGGREGATE_LIMIT$TABLE$AGGREGATE_LIMIT_HEADER,DASHBOARD,Aggregate Limit,Aggregate Limit
DASHBOARDS$CYBER_INSURANCE$BUSINESS_INTERRUPTION$GRID$BUSINESS_INTERRUPTION_HEADER,DASHBOARD,Business Interruption Sublimit,Business Interruption Sublimit
DASHBOARDS$CYBER_INSURANCE$BUSINESS_INTERRUPTION$GRID$ITEM_NAME,DASHBOARD,Business Interruption Sublimit,Business Interruption Sublimit
DASHBOARDS$CYBER_INSURANCE$BUSINESS_INTERRUPTION$GRID$SYSTEM_HEADER,DASHBOARD,System,System
DASHBOARDS$CYBER_INSURANCE$BUSINESS_INTERRUPTION$ITEM_NAME,DASHBOARD,Business Interruption Sublimit,Business Interruption Sublimit
DASHBOARDS$CYBER_INSURANCE$BUSINESS_INTERRUPTION$TABLE$BUSINESS_INTERRUPTION_HEADER,DASHBOARD,Business Interruption Sublimit,Business Interruption Sublimit
DASHBOARDS$CYBER_INSURANCE$CYBER_EXTORTION$GRID$ITEM_NAME,DASHBOARD,Cyber Extortion Sublimit,Cyber Extortion Sublimit
DASHBOARDS$CYBER_INSURANCE$CYBER_EXTORTION$GRID$RANSOMWARE_HEADER,DASHBOARD,Ransomware,Ransomware
DASHBOARDS$CYBER_INSURANCE$CYBER_EXTORTION$GRID$SYSTEM_HEADER,DASHBOARD,System,System
DASHBOARDS$CYBER_INSURANCE$CYBER_EXTORTION$ITEM_NAME,DASHBOARD,Cyber Extortion Sublimit,Cyber Extortion Sublimit
DASHBOARDS$CYBER_INSURANCE$CYBER_EXTORTION$TABLE$CYBER_EXTORTION_HEADER,DASHBOARD,Cyber Extortion Sublimit,Cyber Extortion Sublimit
DASHBOARDS$CYBER_INSURANCE$DESCRIPTION,DASHBOARD,Displays aggregate limits and sublimits. Identifies extraordinary exposures,Displays aggregate limits and sublimits. Identifies extraordinary exposures
DASHBOARDS$CYBER_INSURANCE$GDPR_PRIVACY$GRID$GDPR_REGULATORY_LOSS_HEADER,DASHBOARD,GDPR Regulatory Loss,GDPR Regulatory Loss
DASHBOARDS$CYBER_INSURANCE$GDPR_PRIVACY$GRID$ITEM_NAME,DASHBOARD,GDPR Sublimit,GDPR Sublimit
DASHBOARDS$CYBER_INSURANCE$GDPR_PRIVACY$GRID$SYSTEM_HEADER,DASHBOARD,System,System
DASHBOARDS$CYBER_INSURANCE$GDPR_PRIVACY$ITEM_NAME,DASHBOARD,GDPR Sublimit,GDPR Sublimit
DASHBOARDS$CYBER_INSURANCE$GDPR_PRIVACY$TABLE$GDPR_PRIVACY_HEADER,DASHBOARD,GDPR Sublimit,GDPR Sublimit
DASHBOARDS$CYBER_INSURANCE$NAME,DASHBOARD,Cyber Insurance,Cyber Insurance
DASHBOARDS$CYBER_INSURANCE$PRIVACY$GRID$GDPR_REGULATORY_LOSS_HEADER,DASHBOARD,Regulatory Loss,Regulatory Loss
DASHBOARDS$CYBER_INSURANCE$PRIVACY$GRID$ITEM_NAME,DASHBOARD,Privacy Sublimit,Privacy Sublimit
DASHBOARDS$CYBER_INSURANCE$PRIVACY$GRID$SYSTEM_HEADER,DASHBOARD,System,System
DASHBOARDS$CYBER_INSURANCE$PRIVACY$ITEM_NAME,DASHBOARD,Privacy Sublimit,Privacy Sublimit
DASHBOARDS$CYBER_INSURANCE$PRIVACY$TABLE$GDPR_PRIVACY_HEADER,DASHBOARD,Privacy Sublimit,Privacy Sublimit
DASHBOARDS$CYBERSECURITY_TOOL_ROI$CALCULATIONS$BU_HEADER,DASHBOARD,BU,BU
DASHBOARDS$CYBERSECURITY_TOOL_ROI$CALCULATIONS$ITEM_NAME,DASHBOARD,Cybersecurity Tool ROI Calculations,Cybersecurity Tool ROI Calculations
DASHBOARDS$CYBERSECURITY_TOOL_ROI$CALCULATIONS$QUANT_METRIC_HEADER,DASHBOARD,Quantification Metric,Quantification Metric
DASHBOARDS$CYBERSECURITY_TOOL_ROI$CALCULATIONS$QUANT_VALUE_HEADER,DASHBOARD,Quantification Value ($),Quantification Value ($)
DASHBOARDS$CYBERSECURITY_TOOL_ROI$CALCULATIONS$RISK_REDUCTION_PERCENTS_HEADER,DASHBOARD,Risk Reduction (%),Risk Reduction (%)
DASHBOARDS$CYBERSECURITY_TOOL_ROI$CALCULATIONS$RISK_REDUCTION_VALUE_HEADER,DASHBOARD,Risk Reduction ($),Risk Reduction ($)
DASHBOARDS$CYBERSECURITY_TOOL_ROI$CALCULATIONS$ROI_HEADER,DASHBOARD,ROI (%),ROI (%)
DASHBOARDS$CYBERSECURITY_TOOL_ROI$CALCULATIONS$SECURITY_TOOL_HEADER,DASHBOARD,Security Tool,Security Tool
DASHBOARDS$CYBERSECURITY_TOOL_ROI$CALCULATIONS$SYSTEM_NAME_HEADER,DASHBOARD,System Name,System Name
DASHBOARDS$CYBERSECURITY_TOOL_ROI$CALCULATIONS$TOTAL_COST_HEADER,DASHBOARD,Tool Cost,Tool Cost
DASHBOARDS$CYBERSECURITY_TOOL_ROI$DESCRIPTION,DASHBOARD,Displays ROI for cyber tools,Displays ROI for cyber tools
DASHBOARDS$CYBERSECURITY_TOOL_ROI$NAME,DASHBOARD,Cybersecurity Tool ROI,Cybersecurity Tool ROI
DASHBOARDS$DASHBOARD_M_AND_A$M_AND_A_TARGET_RISK_QUANTIFICATION,DASHBOARD,M&A Target Risk Quantification,M&A Target Risk Quantification
DASHBOARDS$ETL_SYSTEMS_EXPOSURES$DESCRIPTION,DASHBOARD,Displays the system exposures from files that are sent to vendors,Displays the system exposures from files that are sent to vendors
DASHBOARDS$ETL_SYSTEMS_EXPOSURES$NAME,DASHBOARD,Data Sharing Exposures,Data Sharing Exposures
DASHBOARDS$EXECUTIVE_ANALYTICS,DASHBOARD,Executive Analytics,Executive Analytics
DASHBOARDS$EXECUTIVE_DASHBOARDS,DASHBOARD,Executive Dashboard,Executive Dashboard
DASHBOARDS_FILTER$PRIVACY_DATA,UI,Privacy data,Privacy data
DASHBOARDS$IOT_EXPOSURES$DESCRIPTION,DASHBOARD,Displays exposures of systems using IoT Technology,Displays exposures of systems using IoT Technology
DASHBOARDS$IOT_EXPOSURES$NAME,DASHBOARD,IoT Exposures,IoT Exposures
DASHBOARDS$IOT_EXPOSURES$SYSTEMS_EXPOSURES$BUSINESS_INTERRUPTION_HEADER,DASHBOARD,Business Interruption,Business Interruption
DASHBOARDS$IOT_EXPOSURES$SYSTEMS_EXPOSURES$DATA_EXFILTRATION_HEADER,DASHBOARD,Data Exfiltration,Data Exfiltration
DASHBOARDS$IOT_EXPOSURES$SYSTEMS_EXPOSURES$GDPR_REGULATORY_EXPOSURE_HEADER,DASHBOARD,GDPR Regulatory Exposure,GDPR Regulatory Exposure
DASHBOARDS$IOT_EXPOSURES$SYSTEMS_EXPOSURES$SYSTEM_HEADER,DASHBOARD,System,System
DASHBOARDS$IOT_EXPOSURES$SYSTEMS_EXPOSURES$TOTAL_EXPOSURE_HEADER,DASHBOARD,Total Exposure,Total Exposure
DASHBOARDS$M_AND_A$DESCRIPTION,DASHBOARD,Displays the target exposures,Displays the target exposures
DASHBOARDS$M_AND_A$NAME,DASHBOARD,M & A Dashboard,M & A Dashboard
DASHBOARDS$M_AND_A$ORGANIZATION_QUANT_SCORES$BUSINESS_INTERRUPTION_HEADER,DASHBOARD,Business Interruption,Business Interruption
DASHBOARDS$M_AND_A$ORGANIZATION_QUANT_SCORES$DATA_EXFILTRATION_HEADER,DASHBOARD,Data Exfiltration,Data Exfiltration
DASHBOARDS$M_AND_A$ORGANIZATION_QUANT_SCORES$GDPR_REGULATORY_EXPOSURE_HEADER,DASHBOARD,GDPR Regulatory Exposure,GDPR Regulatory Exposure
DASHBOARDS$M_AND_A$ORGANIZATION_QUANT_SCORES$SYSTEM_HEADER,DASHBOARD,System,System
DASHBOARDS$M_AND_A$ORGANIZATION_QUANT_SCORES$TOTAL_EXPOSURE,DASHBOARD,Total Exposure,Total Exposure
DASHBOARDS$MY_ASSIGNMENTS$CLOUD$CLOUD_OWNER$ASSIGNMENT_OWNERSHIP,DASHBOARD,ASSIGNMENT,ASSIGNMENT
DASHBOARDS$MY_ASSIGNMENTS$CLOUD$CLOUD_OWNER$IMPACT_HEADER,DASHBOARD,Impact,Impact
DASHBOARDS$MY_ASSIGNMENTS$CLOUD$CLOUD_OWNER$ITEM_NAME,DASHBOARD,Cloud Owner Scores,Cloud Owner Scores
DASHBOARDS$MY_ASSIGNMENTS$CLOUD$CLOUD_OWNER$LIKELIHOOD_HEADER,DASHBOARD,Likelihood,Likelihood
DASHBOARDS$MY_ASSIGNMENTS$CLOUD$CLOUD_OWNER$OWNER_OWNERSHIP,DASHBOARD,OWNER,OWNER
DASHBOARDS$MY_ASSIGNMENTS$CLOUD$CLOUD_OWNER$OWNERSHIP_HEADER,DASHBOARD,Ownership,Ownership
DASHBOARDS$MY_ASSIGNMENTS$CLOUD$CLOUD_OWNER$VENDOR_HEADER,DASHBOARD,Vendor,Vendor
DASHBOARDS$MY_ASSIGNMENTS$CLOUD$ITEM_NAME,DASHBOARD,Cloud,Cloud
DASHBOARDS$MY_ASSIGNMENTS$DESCRIPTION,DASHBOARD,"Shows system, vendor and cloud scoring that is completed or needs to be completed by the user","Shows system, vendor and cloud scoring that is completed or needs to be completed by the user"
DASHBOARDS$MY_ASSIGNMENTS$NAME,DASHBOARD,Cyber Risk Scoring to be Completed,Cyber Risk Scoring to be Completed
DASHBOARDS$MY_ASSIGNMENTS$SYSTEMS$ITEM_NAME,DASHBOARD,Systems,Systems
DASHBOARDS$MY_ASSIGNMENTS$SYSTEMS$SYSTEM_OWNER$ASSIGNMENT_OWNERSHIP,DASHBOARD,ASSIGNMENT,ASSIGNMENT
DASHBOARDS$MY_ASSIGNMENTS$SYSTEMS$SYSTEM_OWNER$IMPACT_HEADER,DASHBOARD,Impact,Impact
DASHBOARDS$MY_ASSIGNMENTS$SYSTEMS$SYSTEM_OWNER$ITEM_NAME,DASHBOARD,System Owner Scores,System Owner Scores
DASHBOARDS$MY_ASSIGNMENTS$SYSTEMS$SYSTEM_OWNER$LIKELIHOOD_HEADER,DASHBOARD,Likelihood,Likelihood
DASHBOARDS$MY_ASSIGNMENTS$SYSTEMS$SYSTEM_OWNER$OWNER_OWNERSHIP,DASHBOARD,OWNER,OWNER
DASHBOARDS$MY_ASSIGNMENTS$SYSTEMS$SYSTEM_OWNER$OWNERSHIP_HEADER,DASHBOARD,Ownership,Ownership
DASHBOARDS$MY_ASSIGNMENTS$SYSTEMS$SYSTEM_OWNER$SYSTEM_HEADER,DASHBOARD,System,System
DASHBOARDS$MY_ASSIGNMENTS$VENDORS$ITEM_NAME,DASHBOARD,Vendors,Vendors
DASHBOARDS$MY_ASSIGNMENTS$VENDORS$VENDOR_OWNER$ASSIGNMENT_OWNERSHIP,DASHBOARD,ASSIGNMENT,ASSIGNMENT
DASHBOARDS$MY_ASSIGNMENTS$VENDORS$VENDOR_OWNER$IMPACT_HEADER,DASHBOARD,Impact,Impact
DASHBOARDS$MY_ASSIGNMENTS$VENDORS$VENDOR_OWNER$ITEM_NAME,DASHBOARD,Vendor Owner Scores,Vendor Owner Scores
DASHBOARDS$MY_ASSIGNMENTS$VENDORS$VENDOR_OWNER$LIKELIHOOD_HEADER,DASHBOARD,Likelihood,Likelihood
DASHBOARDS$MY_ASSIGNMENTS$VENDORS$VENDOR_OWNER$OWNER_OWNERSHIP,DASHBOARD,OWNER,OWNER
DASHBOARDS$MY_ASSIGNMENTS$VENDORS$VENDOR_OWNER$OWNERSHIP_HEADER,DASHBOARD,Ownership,Ownership
DASHBOARDS$MY_ASSIGNMENTS$VENDORS$VENDOR_OWNER$VENDOR_HEADER,DASHBOARD,Vendor,Vendor
DASHBOARDS$ORGANIZATION$CYBER_EXPOSURES$ITEM_NAME,DASHBOARD,Cyber Exposures,Cyber Exposures
DASHBOARDS$ORGANIZATION$CYBER_EXPOSURES$QUANT_SCORES$BUSINESS_INTERRUPTION_HEADER,DASHBOARD,Business Interruption,Business Interruption
DASHBOARDS$ORGANIZATION$CYBER_EXPOSURES$QUANT_SCORES$DATA_EXFILTRATION_HEADER,DASHBOARD,Data Exfiltration,Data Exfiltration
DASHBOARDS$ORGANIZATION$CYBER_EXPOSURES$QUANT_SCORES$GDRP_REGULATORY_EXPOSURE_HEADER,DASHBOARD,GDPR Regulatory Exposure,GDPR Regulatory Exposure
DASHBOARDS$ORGANIZATION$CYBER_EXPOSURES$QUANT_SCORES$SYSTEM_HEADER,DASHBOARD,System,System
DASHBOARDS$ORGANIZATION$CYBER_EXPOSURES$QUANT_SCORES$TOTAL_EXPOSURE_HEADER,DASHBOARD,Total Exposure,Total Exposure
DASHBOARDS$ORGANIZATION$CYBER_RISK$ITEM_NAME,DASHBOARD,Cyber Risk Scores,Cyber Risk Scores
DASHBOARDS$ORGANIZATION$CYBER_RISK$SUMMARY_SCORES$ITEM_NAME,DASHBOARD,Summary Scores,Summary Scores
DASHBOARDS$ORGANIZATION$CYBER_RISK$SUMMARY_SCORES$SYSTEM_HEADER,DASHBOARD,System,System
DASHBOARDS$ORGANIZATION$DESCRIPTION,DASHBOARD,Displays cyber exposures and scores,Displays cyber exposures and scores
DASHBOARDS$ORGANIZATION$EXPOSURE_SUMMARY$CYBER_INSURANCE_SUMMARY$FORMULA_HEADER,DASHBOARD,Formula,Formula
DASHBOARDS$ORGANIZATION$EXPOSURE_SUMMARY$CYBER_INSURANCE_SUMMARY$ITEM_NAME,DASHBOARD,Cyber Insurance Quantification Summary,Cyber Insurance Quantification Summary
DASHBOARDS$ORGANIZATION$EXPOSURE_SUMMARY$CYBER_INSURANCE_SUMMARY$QUANT_HEADER,DASHBOARD,Quantification,Quantification
DASHBOARDS$ORGANIZATION$EXPOSURE_SUMMARY$CYBER_INSURANCE_SUMMARY$QUANTIFICATION_METRIC_HEADER,DASHBOARD,Quantification Metric,Quantification Metric
DASHBOARDS$ORGANIZATION$EXPOSURE_SUMMARY$CYBER_INSURANCE_SUMMARY$QUANT_LEVEL,SERVER,Level,Level
DASHBOARDS$ORGANIZATION$EXPOSURE_SUMMARY$CYBER_INSURANCE_SUMMARY$TOTAL_EXPOSURE_HEADER,DASHBOARD,Total Exposure,Total Exposure
DASHBOARDS$ORGANIZATION$EXPOSURE_SUMMARY$ITEM_NAME,DASHBOARD,Exposure Summary,Exposure Summary
DASHBOARDS$ORGANIZATION$NAME,DASHBOARD,Digital Asset Dashboard,Digital Asset Dashboard
DASHBOARDS$ORGANIZATION_SYSTEM_GDPR$DESCRIPTION,DASHBOARD,GDPR Dashboard,GDPR Dashboard
DASHBOARDS$ORGANIZATION_SYSTEM_GDPR$NAME,DASHBOARD,GDPR Dashboard,GDPR Dashboard
DASHBOARDS$ORGANIZATION_SYSTEM_GDPR$ORGANIZATION_STATUS$ARTICLES_STATUSES$ARTICLE_HEADER,DASHBOARD,Article,Article
DASHBOARDS$ORGANIZATION_SYSTEM_GDPR$ORGANIZATION_STATUS$ARTICLES_STATUSES$ARTICLE_NUMBER_HEADER,DASHBOARD,Article #,Article #
DASHBOARDS$ORGANIZATION_SYSTEM_GDPR$ORGANIZATION_STATUS$ARTICLES_STATUSES$CHAPTER_HEADER,DASHBOARD,Chapter,Chapter
DASHBOARDS$ORGANIZATION_SYSTEM_GDPR$ORGANIZATION_STATUS$ARTICLES_STATUSES$COMPLIANCE_HEADER,DASHBOARD,% Compliant,% Compliant
DASHBOARDS$ORGANIZATION_SYSTEM_GDPR$ORGANIZATION_STATUS$ARTICLES_STATUSES$ITEM_NAME,DASHBOARD,Article Statuses,Article Statuses
DASHBOARDS$ORGANIZATION_SYSTEM_GDPR$ORGANIZATION_STATUS$ARTICLES_STATUSES$QUESTION_HEADER,DASHBOARD,Question,Question
DASHBOARDS$ORGANIZATION_SYSTEM_GDPR$ORGANIZATION_STATUS$ARTICLES_STATUSES$RECORD_NUMBER_HEADER,DASHBOARD,"#","#"
DASHBOARDS$ORGANIZATION_SYSTEM_GDPR$ORGANIZATION_STATUS$ITEM_NAME,DASHBOARD,Organization GDPR Status,Organization GDPR Status
DASHBOARDS$ORGANIZATION_SYSTEM_GDPR$ORGANIZATION_STATUS$SUMMARY$ARTICLES_NUMBER_HEADER,DASHBOARD,Articles number,Articles number
DASHBOARDS$ORGANIZATION_SYSTEM_GDPR$ORGANIZATION_STATUS$SUMMARY$ARTICLES_PROCESSED_HEADER,DASHBOARD,Articles processed,Articles processed
DASHBOARDS$ORGANIZATION_SYSTEM_GDPR$ORGANIZATION_STATUS$SUMMARY$COMPLIANCE_HEADER,DASHBOARD,% Compliant,% Compliant
DASHBOARDS$ORGANIZATION_SYSTEM_GDPR$ORGANIZATION_STATUS$SUMMARY$FILES_NUMBER_HEADER,DASHBOARD,Files number,Files number
DASHBOARDS$ORGANIZATION_SYSTEM_GDPR$ORGANIZATION_STATUS$SUMMARY$ITEM_NAME,DASHBOARD,Summary,Summary
DASHBOARDS$ORGANIZATION_SYSTEM_GDPR$SYSTEM_STATUS$ITEM_NAME,DASHBOARD,GDPR Dashboard,GDPR Dashboard
DASHBOARDS$ORGANIZATION_SYSTEM_GDPR$SYSTEM_STATUS$SUMMARY$ASSET_CLASS_HEADER,DASHBOARD,Asset Class,Asset Class
DASHBOARDS$ORGANIZATION_SYSTEM_GDPR$SYSTEM_STATUS$SUMMARY$BUSINESS_UNIT_HEADER,DASHBOARD,Business Unit,Business Unit
DASHBOARDS$ORGANIZATION_SYSTEM_GDPR$SYSTEM_STATUS$SUMMARY$COMPLIANCE_HEADER,DASHBOARD,% Compliant,% Compliant
DASHBOARDS$ORGANIZATION_SYSTEM_GDPR$SYSTEM_STATUS$SUMMARY$OWNER_HEADER,DASHBOARD,Owner,Owner
DASHBOARDS$ORGANIZATION_SYSTEM_GDPR$SYSTEM_STATUS$SUMMARY$QUESTIONS_ANSWERED_HEADER,DASHBOARD,Questions Answered,Questions Answered
DASHBOARDS$ORGANIZATION_SYSTEM_GDPR$SYSTEM_STATUS$SUMMARY$QUESTIONS_APPLIED_HEADER,DASHBOARD,Questions Applied,Questions Applied
DASHBOARDS$ORGANIZATION_SYSTEM_GDPR$SYSTEM_STATUS$SUMMARY$STATUS_HEADER,DASHBOARD,Status,Status
DASHBOARDS$ORGANIZATION_SYSTEM_GDPR$SYSTEM_STATUS$SUMMARY$SYSTEM_HEADER,DASHBOARD,System,System
DASHBOARDS$PHI_DATA$DESCRIPTION,DASHBOARD,Displays PHI Exposures,Displays PHI Exposures
DASHBOARDS$PHI_DATA$NAME,DASHBOARD,PHI Data,PHI Data
DASHBOARDS$PHI_DATA$PHI_DATA$BUSINESS_INTERRUPTION_HEADER,DASHBOARD,Business Interruption,Business Interruption
DASHBOARDS$PHI_DATA$PHI_DATA$DATA_EXFILTRATION_HEADER,DASHBOARD,Data Exfiltration,Data Exfiltration
DASHBOARDS$PHI_DATA$PHI_DATA$GDPR_REGULATORY_EXPOSURE_HEADER,DASHBOARD,GDPR Regulatory Exposure,GDPR Regulatory Exposure
DASHBOARDS$PHI_DATA$PHI_DATA$SYSTEM_HEADER,DASHBOARD,System,System
DASHBOARDS$PHI_DATA$PHI_DATA$TOTAL_EXPOSURE_HEADER,DASHBOARD,Total Exposure,Total Exposure
DASHBOARDS$PRIVACY$DESCRIPTION,DASHBOARD,Displays the vendor's privacy risk,Displays the vendor's privacy risk
DASHBOARDS$PRIVACY$NAME,DASHBOARD,Vendor Privacy Risk,Vendor Privacy Risk
DASHBOARDS$PRIVACY$ORGANIZATION_SUMMARY_SCORES$IMPACT_TOTAL_HEADER,DASHBOARD,Impact Total,Impact Total
DASHBOARDS$PRIVACY$ORGANIZATION_SUMMARY_SCORES$IMPACT_WEIGHT_HEADER,DASHBOARD,Impact Weight,Impact Weight
DASHBOARDS$PRIVACY$ORGANIZATION_SUMMARY_SCORES$ITEM_DESCRIPTION,DASHBOARD,Summary Scores,Summary Scores
DASHBOARDS$PRIVACY$ORGANIZATION_SUMMARY_SCORES$ITEM_NAME,DASHBOARD,Summary Scores,Summary Scores
DASHBOARDS$PRIVACY$ORGANIZATION_SUMMARY_SCORES$LIKELIHOOD_TOTAL_HEADER,DASHBOARD,Likelihood Total,Likelihood Total
DASHBOARDS$PRIVACY$ORGANIZATION_SUMMARY_SCORES$LIKELIHOOD_WEIGHT_HEADER,DASHBOARD,Likelihood Weight,Likelihood Weight
DASHBOARDS$PRIVACY$ORGANIZATION_SUMMARY_SCORES$SCORE_HEADER,DASHBOARD,Score,Score
DASHBOARDS$PRIVACY$ORGANIZATION_SUMMARY_SCORES$SYSTEM_HEADER,DASHBOARD,System,System
DASHBOARDS$PRIVACY_RISK$DESCRIPTION,DASHBOARD,Displays privacy exposures and scores,Displays privacy exposures and scores
DASHBOARDS$PRIVACY_RISK$NAME,DASHBOARD,System Privacy Risk,System Privacy Risk
DASHBOARDS$PRIVACY_RISK$PRIVACY_RISK_TABLE$BU_HEADER,DASHBOARD,BU,BU
DASHBOARDS$PRIVACY_RISK$PRIVACY_RISK_TABLE$CONFIDENTIALITY_HEADER,DASHBOARD,Confidentiality,Confidentiality
DASHBOARDS$PRIVACY_RISK$PRIVACY_RISK_TABLE$EMAIL_HEADER,DASHBOARD,Email,Email
DASHBOARDS$PRIVACY_RISK$PRIVACY_RISK_TABLE$FINANCIAL_EXPOSURE_HEADER,DASHBOARD,Financial Exposure,Financial Exposure
DASHBOARDS$PRIVACY_RISK$PRIVACY_RISK_TABLE$INTEGRITY_HEADER,DASHBOARD,Integrity,Integrity
DASHBOARDS$PRIVACY_RISK$PRIVACY_RISK_TABLE$ITEM_NAME,DASHBOARD,Privacy Risk (PII) Cyber Risk Score,Privacy Risk (PII) Cyber Risk Score
DASHBOARDS$PRIVACY_RISK$PRIVACY_RISK_TABLE$LIKELIHOOD_HEADER,DASHBOARD,Likelihood,Likelihood
DASHBOARDS$PRIVACY_RISK$PRIVACY_RISK_TABLE$PRIVACY_RISK_SCORE_HEADER,DASHBOARD,Privacy Risk Score,Privacy Risk Score
DASHBOARDS$PRIVACY_RISK$PRIVACY_RISK_TABLE$RISK_REDUCTION_RECOMMENDATION,DASHBOARD,Recommendations for Risk Reduction,Recommendations for Risk Reduction
DASHBOARDS$PRIVACY_RISK$PRIVACY_RISK_TABLE$SYSTEM_NAME_HEADER,DASHBOARD,System Name,System Name
DASHBOARDS$PRIVACY_RISK$PRIVACY_RISK_TABLE$SYSTEM_OWNER_HEADER,DASHBOARD,System Owner,System Owner
DASHBOARDS$QUESTION_STATUS$DESCRIPTION,DASHBOARD,Displays the status of the cyber risk scoring questions,Displays the status of the cyber risk scoring questions
DASHBOARDS$QUESTION_STATUS$NAME,DASHBOARD,Manager's Team View - Cyber Risk Scoring to be Completed,Manager's Team View - Cyber Risk Scoring to be Completed
DASHBOARDS$QUESTION_STATUS$SYSTEM_ANSWERS$SYSTEM_QUESTION$ANSWER_HEADER,DASHBOARD,Answer,Answer
DASHBOARDS$QUESTION_STATUS$SYSTEM_ANSWERS$SYSTEM_QUESTION$ANSWER_WEIGHT_HEADER,DASHBOARD,Answer Weight,Answer Weight
DASHBOARDS$QUESTION_STATUS$SYSTEM_ANSWERS$SYSTEM_QUESTION$BUSINESS_UNIT_HEADER,DASHBOARD,Business Unit,Business Unit
